1,-105.303,131.791,18.618,23.396,0.53,1.00,1.00,1.00,-0.23,0.31,0.59,-0.889,-1.000,-1.111,-1.111,-0.889,-0.889,-1.000,-0.889,-0.889,-0.889,-0.778,-1.000,-0.333,-0.333,-0.778,-1.000,-0.889,1.444,-0.222,-0.333,-0.6790,-0.9841,-107.044,133.651,21.175,22.303,0.00,-0.76,-0.75,-0.19,-0.19,1.00,-0.53,0.000,-0.444,0.889,0.222,-0.778,-0.333,-0.333,-0.556,0.000,-0.556,-0.778,-0.444,-0.667,-0.222,-0.667,-0.111,-0.444,-0.778,-0.333,-0.667,-0.2995,-0.7164,-99.072,118.203,14.835,23.129,-0.24,-0.46,-0.31,-0.85,-1.00,-0.17,-0.71,-0.444,-0.778,-0.222,1.000,-0.889,-0.444,-0.333,-0.667,-0.667,-0.889,-0.667,-0.667,-0.889,-0.889,-0.667,-0.556,-0.667,-1.000,-0.889,-0.889,-0.4643,-0.7288,-100.548,121.248,19.550,20.171,0.75,-0.32,-0.26,0.37,-0.21,-0.03,1.00,0.111,0.000,0.111,-0.222,-0.222,0.000,0.000,-0.222,0.000,0.111,0.000,-0.111,0.222,0.000,-0.333,-0.111,-0.111,0.000,0.111,0.222,-0.4977,-0.9593,-98.084,121.026,15.825,19.951,0.40,0.46,0.60,0.21,-0.30,-0.17,0.53,0.000,-0.111,0.111,0.000,-0.556,0.000,-0.222,0.000,-0.111,-0.556,-0.444,-0.111,-0.444,0.000,0.556,0.111,0.000,0.000,0.111,-0.222,-0.6387,-0.5949
1,-95.729,101.347,14.079,21.471,-0.37,-0.71,-0.60,-0.40,-0.29,-0.52,-0.24,-0.222,0.111,0.333,0.111,-0.444,0.000,-0.111,0.111,-0.111,-0.333,-0.333,0.000,-0.333,-0.222,0.333,0.222,0.000,-0.222,-0.222,-0.333,-0.2235,-0.4387,-97.674,116.136,15.034,22.208,-0.37,-0.71,-0.60,-0.40,-0.29,-0.52,-0.24,0.111,0.111,0.111,0.000,-0.333,0.111,0.111,0.000,0.000,-0.333,-0.222,0.000,-0.222,-0.222,-0.222,0.222,0.222,-0.333,-0.111,-0.222,-0.5819,-0.4387,-109.881,134.971,20.178,21.802,0.40,0.46,0.60,0.21,-0.30,-0.17,0.53,-0.111,0.111,0.000,-0.222,-0.222,0.000,-0.222,-0.111,0.333,-0.222,-0.222,-0.111,-0.333,0.222,-0.333,-0.111,-0.333,0.222,0.667,-0.111,-0.8156,-0.6073,-113.708,140.102,20.452,23.370,0.40,0.46,0.60,0.21,-0.30,-0.17,0.53,0.111,-0.444,-0.333,-0.556,-0.111,-0.333,-0.444,-0.444,0.222,-0.222,-0.222,-0.444,-0.333,0.333,-0.556,-0.222,0.222,-0.222,0.778,0.000,-0.9223,-0.6073,-111.068,135.180,20.885,24.219,0.53,1.00,1.00,1.00,-0.23,0.31,0.59,-0.667,-0.667,-0.778,-0.778,-0.667,-0.667,-0.667,-0.667,-0.667,-0.667,-0.667,-0.778,-0.667,0.111,-0.778,-0.667,-0.667,1.444,0.000,-0.667,-0.9534,-0.9989
1,-94.442,33.571,15.858,22.574,-0.24,-0.37,-0.27,-0.75,-0.08,-0.45,-0.59,-0.333,0.111,0.333,0.444,-0.222,0.111,0.222,-0.222,-0.222,-0.444,-0.444,-0.222,-0.444,-0.333,-0.222,-0.111,-0.111,0.778,-0.222,-0.444,-0.7555,-1.5889,-84.111,-3.114,21.437,21.044,0.24,-0.07,-0.01,0.66,-0.21,0.79,-0.06,-0.333,-0.444,-0.556,-0.444,-0.333,-0.333,-0.333,-0.333,-0.333,0.222,0.444,-0.444,0.111,0.111,-0.556,-0.444,0.111,-0.444,-0.333,0.333,-0.8045,-3.4504,-89.315,25.173,19.592,22.107,0.40,0.46,0.60,0.21,-0.30,-0.17,0.53,0.222,-0.333,-0.333,-0.222,-0.333,-0.333,-0.333,0.111,-0.333,-0.222,-0.222,-0.222,-0.111,0.222,0.111,0.111,-0.222,-0.111,0.333,0.333,-0.8325,-2.4614,-89.007,46.000,15.118,23.129,-0.24,-0.46,-0.31,-0.85,-1.00,-0.17,-0.71,0.000,-0.222,0.111,0.333,-0.444,0.000,-0.111,0.444,-0.222,-0.556,-0.444,-0.222,-0.222,-0.556,0.000,0.222,0.000,-0.556,-0.444,-0.444,-0.7516,-2.2086,-82.306,-7.823,20.999,20.089,0.24,-0.07,-0.01,0.66,-0.21,0.79,-0.06,-0.667,-0.778,-0.889,-0.889,-0.667,-0.667,-0.778,-0.889,-0.778,-0.333,0.667,-0.778,0.667,-0.444,-0.778,-0.778,-0.444,-0.667,-0.667,-0.444,-0.8045,-3.4504
1,-106.178,131.856,17.930,19.236,0.40,0.41,0.46,0.72,-0.30,0.17,0.35,-0.333,-0.111,-0.444,-0.667,0.111,-0.444,-0.556,-0.444,0.222,0.000,0.000,-0.444,-0.111,0.667,-0.667,-0.222,-0.333,0.000,0.556,0.111,-0.8236,-0.8948,-106.838,130.949,16.573,20.686,0.40,0.46,0.60,0.21,-0.30,-0.17,0.53,-0.111,0.222,0.111,-0.222,-0.111,0.333,-0.111,-0.222,0.000,-0.111,-0.111,0.111,0.111,0.000,0.000,0.000,-0.111,0.111,0.111,-0.111,-0.3336,-1.1452,-89.323,70.889,12.898,21.088,-0.24,-0.37,-0.27,-0.75,-0.08,-0.45,-0.59,-0.556,-0.556,0.889,0.444,-0.778,-0.556,-0.444,0.000,-0.333,-0.778,-0.778,-0.333,-0.444,-0.778,-0.667,0.000,-0.444,-0.889,-0.222,-0.667,-0.8320,-0.3916,-96.432,99.177,17.275,17.785,0.00,-0.76,-0.75,-0.19,-0.19,1.00,-0.53,0.000,0.111,0.111,-0.111,-0.222,0.000,-0.111,-0.111,0.111,-0.111,-0.111,0.000,-0.111,0.000,0.333,0.111,0.111,-0.111,-0.111,0.000,-0.2995,-0.8527,-100.757,126.768,13.569,21.651,0.00,-0.76,-0.75,-0.19,-0.19,1.00,-0.53,-0.111,-0.111,0.000,0.222,-0.333,0.000,0.444,0.000,0.000,0.000,-0.222,0.000,-0.222,-0.222,-0.111,0.000,0.000,-0.222,-0.222,-0.111,-0.0490,-0.8527
1,-110.288,131.320,24.382,26.931,0.75,-0.32,-0.26,0.37,-0.21,-0.03,1.00,0.000,-0.111,-0.222,-0.222,0.556,0.000,-0.222,-0.222,-0.111,0.000,0.000,-0.222,0.333,0.111,-0.333,0.000,0.111,0.111,0.000,0.111,-0.8452,-1.4253,-128.283,161.696,20.247,24.192,-1.00,-1.00,-1.00,-0.38,-0.20,-1.00,-1.00,0.111,-0.333,-0.222,-0.222,-0.111,0.111,-0.222,0.556,-0.333,-0.333,-0.111,-0.222,0.111,-0.111,-0.333,0.000,-0.111,-0.444,-0.111,-0.333,-0.7814,-1.8368,-136.125,168.183,18.823,23.308,-1.00,-1.00,-1.00,-0.38,-0.20,-1.00,-1.00,0.222,0.000,-0.111,-0.111,0.111,0.000,0.000,0.111,-0.111,-0.111,-0.111,0.000,0.111,-0.111,0.000,0.111,0.000,-0.333,-0.222,0.000,-0.5985,-1.8368,-97.606,140.628,15.287,22.749,0.00,-0.76,-0.75,-0.19,-0.19,1.00,-0.53,0.111,0.000,-0.111,0.222,-0.222,0.111,0.000,0.000,-0.222,0.000,-0.111,-0.111,-0.111,-0.111,0.111,0.000,0.000,-0.333,-0.222,0.111,-0.5517,-0.2380,-63.269,-24.041,12.938,18.523,0.27,-1.00,-0.33,0.06,-0.01,-1.00,0.12,0.111,-0.222,0.111,-0.111,-0.333,0.000,-0.111,0.333,-0.111,-0.333,-0.333,0.222,-0.333,-0.222,0.222,-0.111,0.000,-0.222,0.000,-0.111,-0.1304,-2.1193
1,-97.725,118.150,22.353,24.534,0.40,0.41,0.46,0.72,-0.30,0.17,0.35,-0.778,-0.778,-0.778,-0.889,-0.778,-0.778,-0.889,-0.889,-0.556,-0.444,-0.333,-0.889,-0.111,1.000,-0.889,-0.667,-0.778,-0.333,0.333,-0.556,-0.8455,-3.3984,-95.443,109.240,22.167,24.315,0.00,-0.76,-0.75,-0.19,-0.19,1.00,-0.53,0.556,-0.556,-0.556,-0.556,-0.333,-0.333,-0.444,-0.333,-0.333,0.000,-0.222,-0.444,-0.222,-0.444,-0.111,-0.333,0.111,-0.667,-0.444,0.444,-0.8911,-2.9572,-92.938,76.045,20.745,24.162,0.53,1.00,1.00,1.00,-0.23,0.31,0.59,-0.889,-0.889,-1.000,-1.111,-0.889,-0.889,-0.889,-0.889,-0.889,-0.889,-0.778,-1.000,-0.444,-0.556,-1.000,-0.778,-0.889,1.444,-0.333,-0.889,-0.8453,-5.0244,-90.853,74.183,19.850,24.497,-0.37,-0.71,-0.60,-0.40,-0.29,-0.52,-0.24,-0.222,-0.556,-0.444,-0.556,-0.556,-0.556,-0.556,-0.444,-0.556,-0.778,-0.778,-0.556,-0.556,-0.556,-0.556,0.778,0.111,-0.778,-0.667,-0.667,-0.8857,-2.5556,-74.362,-28.186,22.102,20.697,0.24,-0.07,-0.01,0.66,-0.21,0.79,-0.06,-0.556,-0.667,-0.778,-0.778,-0.556,-0.667,-0.778,-0.778,-0.556,-0.222,0.667,-0.667,0.000,0.556,-0.667,-0.556,-0.556,-0.444,-0.222,-0.333,-0.6603,-3.5521
1,-100.906,127.488,8.450,20.090,-0.10,0.07,0.18,-0.99,0.81,0.31,-0.29,-0.333,0.556,0.222,-0.333,-0.556,0.000,-0.222,-0.222,0.111,-0.444,-0.333,0.444,-0.111,-0.222,-0.222,-0.111,0.000,-0.556,0.111,-0.111,-0.1405,-1.0163,-99.668,130.907,19.339,16.268,1.00,-0.07,-0.01,0.72,-0.21,0.17,0.76,0.000,0.333,0.000,-0.333,-0.222,-0.111,-0.111,-0.111,-0.111,0.111,-0.111,0.111,-0.111,0.000,-0.222,-0.222,0.000,-0.222,0.333,0.000,-0.7373,-1.2220,-104.540,127.904,11.055,22.237,-0.26,-0.12,-0.02,-0.52,-0.31,0.59,-0.41,0.000,-0.222,-0.111,-0.222,-0.333,0.333,-0.111,-0.222,0.000,-0.222,-0.333,0.111,0.000,0.000,-0.333,0.333,0.222,-0.333,0.111,-0.222,-0.4927,-0.9816,-114.706,142.932,17.223,20.030,-0.37,-0.71,-0.60,-0.40,-0.29,-0.52,-0.24,0.000,-0.444,-0.333,-0.444,-0.444,-0.444,-0.444,-0.444,-0.444,-0.222,-0.222,-0.222,0.000,-0.556,-0.444,0.444,0.556,-0.556,-0.444,0.000,-0.9573,-0.0397,-111.739,139.609,15.075,22.894,-0.37,-0.71,-0.60,-0.40,-0.29,-0.52,-0.24,0.000,0.000,0.000,-0.222,-0.333,-0.111,-0.111,-0.333,-0.333,0.222,0.000,-0.111,-0.111,-0.222,-0.333,0.222,0.222,-0.444,-0.111,0.111,-0.7662,-0.0397
1,-160.038,177.650,14.755,20.034,-1.00,-1.00,-1.00,-0.38,-0.20,-1.00,-1.00,0.111,-0.222,-0.111,-0.222,-0.222,-0.111,-0.111,0.222,-0.222,-0.111,0.111,-0.222,-0.111,0.111,-0.222,0.000,0.222,-0.222,0.000,-0.111,-0.7128,-0.4363,-100.397,132.375,8.229,19.510,-0.10,0.07,0.18,-0.99,0.81,0.31,-0.29,0.111,-0.111,0.000,-0.222,-0.222,0.000,-0.111,-0.222,0.111,0.111,0.000,0.111,0.111,0.000,-0.222,-0.111,0.000,-0.222,-0.111,0.111,0.0151,-0.2305,-100.641,136.739,10.717,15.212,-0.26,-0.12,-0.02,-0.52,-0.31,0.59,-0.41,0.000,0.333,0.222,-0.111,-0.333,0.222,0.000,-0.222,-0.111,-0.333,-0.333,0.333,0.000,-0.333,-0.222,0.111,-0.111,-0.333,-0.222,-0.222,-0.0761,-0.2082,-94.613,134.762,7.946,16.587,-0.37,-0.71,-0.60,-0.40,-0.29,-0.52,-0.24,0.111,0.222,0.000,-0.111,-0.222,-0.111,0.000,0.222,0.222,-0.222,-0.333,0.000,-0.222,-0.333,0.333,0.111,0.000,-0.333,-0.222,-0.111,0.1143,-0.0471,-86.491,47.579,7.131,15.495,0.00,-0.76,-0.75,-0.19,-0.19,1.00,-0.53,0.000,-0.222,0.111,0.222,-0.333,-0.111,0.111,0.444,-0.222,-0.333,-0.333,-0.111,-0.333,-0.333,0.111,0.222,-0.111,-0.444,-0.333,-0.222,0.6624,-0.1462
1,-98.763,120.147,12.457,23.605,-0.24,-0.46,-0.31,-0.85,-1.00,-0.17,-0.71,-0.222,-0.667,-0.222,0.889,-0.889,-0.333,0.222,-0.111,-0.333,-0.778,-0.778,-0.667,-0.556,-0.889,-0.778,-0.444,-0.111,-1.000,-0.889,-0.778,-0.8210,-0.8700,-89.680,40.847,19.345,15.922,0.24,-0.07,-0.01,0.66,-0.21,0.79,-0.06,-0.111,-0.667,-0.444,-0.222,-0.556,-0.667,-0.556,-0.667,-0.778,0.222,0.111,-0.667,-0.222,-0.556,-0.556,-0.667,-0.333,-0.778,-0.556,0.667,-0.9640,-1.4823,-86.456,10.315,7.947,18.398,-0.10,0.07,0.18,-0.99,0.81,0.31,-0.29,0.333,0.000,0.111,-0.111,-0.333,-0.111,0.000,-0.222,-0.222,-0.333,-0.222,0.000,-0.333,-0.222,0.111,0.111,0.111,0.000,0.222,-0.111,-0.1376,-1.2419,-90.448,28.559,7.384,18.341,-0.24,-0.46,-0.31,-0.85,-1.00,-0.17,-0.71,0.111,-0.333,0.444,0.333,-0.444,-0.222,-0.222,0.556,-0.556,-0.778,-0.667,-0.444,-0.556,-0.556,-0.667,0.000,-0.444,-0.111,-0.444,-0.556,-0.1575,-0.8700,87.826,0.621,10.201,18.687,-1.00,-1.00,-1.00,-0.38,-0.20,-1.00,-1.00,0.333,-0.333,-0.111,-0.111,0.000,-0.222,-0.333,0.444,-0.222,-0.556,-0.222,-0.333,0.000,0.000,-0.444,0.000,-0.333,0.222,-0.222,-0.222,-0.4663,-0.5974
1,-104.826,134.349,21.706,19.006,-0.16,-0.37,-0.40,0.56,-0.13,-0.72,0.53,-0.333,-0.667,-0.333,-0.444,1.111,-0.667,-0.667,-0.444,-0.222,-0.333,0.111,-0.667,-0.444,-0.556,-0.444,0.000,-0.222,-0.667,-0.556,-0.444,-0.7507,-1.4079,-107.688,131.246,20.940,22.553,0.75,-0.32,-0.26,0.37,-0.21,-0.03,1.00,-0.111,-0.333,-0.111,-0.222,-0.222,0.000,0.000,0.000,-0.444,0.000,-0.111,-0.222,-0.333,-0.444,0.333,-0.111,0.000,-0.556,-0.444,0.444,-0.3702,-1.1377,-111.868,137.004,15.794,23.620,-0.26,-0.27,-0.06,-0.77,-0.96,1.00,-0.65,0.000,0.000,-0.222,0.000,-0.444,0.111,0.333,0.222,-0.333,-0.333,-0.444,-0.222,-0.222,-0.444,0.333,0.000,-0.222,-0.556,-0.333,0.000,-0.2330,-1.0559,-111.458,133.597,22.806,21.672,1.00,-0.07,-0.01,0.72,-0.21,0.17,0.76,-0.222,-0.333,-0.222,-0.222,-0.111,-0.333,-0.333,0.222,-0.333,0.333,0.111,-0.222,0.000,0.000,0.222,0.111,-0.222,-0.444,0.000,0.000,-0.7276,-1.5319,-109.870,134.397,18.066,25.042,0.40,0.46,0.60,0.21,-0.30,-0.17,0.53,-0.222,0.000,-0.111,0.111,-0.444,-0.111,-0.222,-0.333,0.111,-0.222,-0.222,-0.222,-0.111,0.111,0.222,-0.111,0.111,-0.111,0.667,-0.222,-0.4516,-1.3360
