1,-92.551,120.891,8.817,19.994,-0.26,-0.27,-0.06,-0.77,-0.96,1.00,-0.65,-0.222,-0.111,-0.111,0.111,-0.556,0.111,0.667,-0.333,-0.111,-0.444,-0.444,0.000,-0.333,-0.444,-0.222,-0.111,-0.222,-0.444,-0.333,-0.333,-0.5753,-0.7064
1,-92.938,76.045,20.745,24.162,0.53,1.00,1.00,1.00,-0.23,0.31,0.59,-0.889,-0.889,-1.000,-1.111,-0.889,-0.889,-0.889,-0.889,-0.889,-0.889,-0.778,-1.000,-0.444,-0.556,-1.000,-0.778,-0.889,1.444,-0.333,-0.889,-0.8453,-5.0244
1,-87.030,11.781,14.589,23.540,-0.24,-0.46,-0.31,-0.85,-1.00,-0.17,-0.71,-0.333,-0.222,0.333,0.556,-0.444,0.000,0.000,-0.111,0.333,-0.556,-0.556,0.000,-0.444,-0.444,-0.333,0.222,-0.111,0.111,-0.333,-0.444,-0.3019,-0.6941
1,-92.308,48.249,18.901,20.755,0.53,1.00,1.00,1.00,-0.23,0.31,0.59,-0.778,-0.444,-0.889,-0.889,-0.778,-0.667,-0.778,-0.778,-0.778,-0.778,-0.444,-0.778,-0.667,0.000,-0.889,-0.333,-0.778,1.444,0.000,-0.556,-0.8295,-2.1516
1,-110.315,134.781,11.097,24.708,0.12,0.41,0.52,-1.00,1.00,0.59,-0.41,-0.333,0.778,-0.222,-0.333,-0.556,0.000,-0.111,-0.444,-0.111,-0.444,-0.333,0.111,-0.333,-0.444,-0.333,-0.222,-0.222,-0.444,-0.333,-0.444,-0.7834,-0.2429
1,-68.146,-38.528,9.608,19.720,0.12,0.41,0.52,-1.00,1.00,0.59,-0.41,-0.111,0.333,0.000,-0.111,-0.333,0.556,-0.111,-0.444,-0.222,-0.111,-0.222,0.000,0.222,-0.444,-0.444,-0.111,0.000,-0.444,-0.111,0.000,-0.5598,-1.9186
1,-88.803,82.881,6.841,17.387,-0.10,0.07,0.18,-0.99,0.81,0.31,-0.29,0.111,0.000,0.111,-0.222,-0.222,0.111,-0.111,-0.111,0.222,-0.111,0.000,0.000,-0.111,-0.111,-0.222,0.000,0.111,-0.111,0.222,-0.111,0.2319,-0.2380
1,-100.761,126.037,10.770,20.347,-0.26,-0.12,-0.02,-0.52,-0.31,0.59,-0.41,0.222,0.000,-0.333,0.000,-0.333,0.556,0.000,-0.333,0.333,-0.222,-0.333,-0.333,-0.222,-0.444,0.333,-0.222,-0.333,0.111,-0.444,-0.333,-0.8287,-0.7040
1,-176.769,-177.932,13.267,19.447,-1.00,-1.00,-1.00,-0.38,-0.20,-1.00,-1.00,0.000,-0.333,-0.222,-0.333,-0.333,-0.333,-0.333,0.667,-0.333,0.000,-0.333,-0.333,-0.333,-0.333,-0.333,0.000,-0.222,-0.333,-0.333,0.000,-0.7281,-0.0099
1,-67.892,-37.861,5.801,22.305,-0.26,-0.27,-0.06,-0.77,-0.96,1.00,-0.65,-0.222,0.000,0.000,0.000,-0.444,0.444,0.444,-0.222,-0.111,-0.444,-0.333,0.333,-0.222,-0.444,-0.222,-0.111,0.111,-0.444,-0.333,-0.333,0.1563,-1.0956
1,-97.277,115.107,9.995,20.571,-0.26,-0.12,-0.02,-0.52,-0.31,0.59,-0.41,0.000,0.000,0.000,0.000,-0.222,0.000,-0.111,0.000,0.000,-0.111,0.000,-0.111,0.000,0.111,0.000,0.000,0.000,0.111,0.111,0.000,-0.3091,-0.8279
1,-107.229,116.517,10.448,19.781,0.12,0.41,0.52,-1.00,1.00,0.59,-0.41,-0.222,0.667,0.000,-0.222,-0.444,0.111,0.000,-0.222,0.000,-0.333,-0.222,0.222,-0.111,-0.333,-0.222,-0.111,-0.111,-0.333,-0.222,-0.333,-0.3668,-0.4065
1,-107.725,132.345,13.519,23.913,-0.26,-0.12,-0.02,-0.52,-0.31,0.59,-0.41,0.111,0.222,-0.111,-0.222,-0.111,0.111,-0.111,-0.111,-0.111,-0.111,-0.111,0.000,-0.111,-0.111,0.111,0.111,0.111,-0.222,-0.111,-0.111,-0.6327,-1.4302
1,-101.782,134.563,15.246,21.147,0.53,1.00,1.00,1.00,-0.23,0.31,0.59,0.111,-0.111,-0.111,-0.111,-0.111,-0.111,0.000,0.222,0.000,-0.111,-0.111,-0.111,-0.111,0.000,0.000,0.000,0.000,0.444,0.111,-0.111,-0.5933,-0.9841
1,-99.590,113.505,16.435,22.028,0.43,0.12,0.15,-0.30,0.22,-0.03,-0.12,-0.222,0.000,0.000,-0.222,-0.444,0.000,-0.111,-0.333,1.000,-0.444,-0.444,-0.111,-0.222,-0.222,-0.333,-0.222,-0.222,-0.333,0.111,-0.444,-0.6328,-1.0188
1,-114.916,137.693,17.365,23.151,0.40,0.46,0.60,0.21,-0.30,-0.17,0.53,-0.444,-0.444,-0.444,-0.556,-0.333,0.444,0.000,-0.556,-0.222,-0.222,0.333,-0.222,0.222,0.000,-0.556,-0.333,-0.444,-0.222,0.556,-0.333,-0.9410,-0.6866
1,-87.371,26.860,7.393,15.600,0.12,0.41,0.52,-1.00,1.00,0.59,-0.41,-0.111,0.000,0.222,-0.111,-0.444,0.111,-0.222,0.444,0.000,-0.333,-0.333,0.111,-0.333,-0.111,-0.333,-0.111,-0.222,0.000,0.000,-0.222,0.2751,-0.7783
1,-81.894,-2.324,19.422,16.962,0.00,-0.76,-0.75,-0.19,-0.19,1.00,-0.53,0.444,-0.111,-0.222,-0.222,0.000,-0.111,-0.111,0.000,-0.222,-0.111,-0.222,-0.111,-0.111,-0.222,-0.111,0.111,0.000,-0.333,-0.222,0.000,-0.7278,-0.4908
1,-93.320,152.162,8.309,17.160,-0.37,-0.71,-0.60,-0.40,-0.29,-0.52,-0.24,-0.111,-0.333,0.111,0.111,-0.444,-0.111,-0.222,0.444,-0.222,-0.333,-0.444,-0.111,-0.333,-0.333,0.222,0.111,0.222,-0.444,-0.111,-0.222,0.0392,-0.3421
1,-102.833,127.938,22.177,23.951,1.00,-0.07,-0.01,0.72,-0.21,0.17,0.76,0.000,-0.111,-0.111,-0.111,-0.222,0.000,-0.222,-0.333,0.333,0.111,0.111,-0.222,-0.111,-0.111,-0.333,0.111,0.111,0.111,0.000,0.222,-0.7686,-1.4203
1,-92.089,131.598,9.887,15.553,-0.24,-0.37,-0.27,-0.75,-0.08,-0.45,-0.59,-0.333,0.111,0.889,0.222,-0.667,-0.222,-0.333,-0.444,0.000,-0.444,-0.667,-0.111,-0.444,-0.667,-0.556,0.111,-0.333,-0.778,-0.556,-0.667,-0.1981,-0.5726
1,-65.271,-26.555,10.152,15.189,-0.24,-0.37,-0.27,-0.75,-0.08,-0.45,-0.59,0.000,0.111,0.333,0.222,-0.333,0.556,0.111,-0.222,0.000,-0.333,-0.333,0.000,-0.222,-0.444,-0.222,0.000,0.000,-0.333,-0.222,-0.333,0.1284,-0.1760
1,-112.251,135.785,20.217,17.836,1.00,-0.07,-0.01,0.72,-0.21,0.17,0.76,-0.222,-0.222,-0.222,-0.444,-0.444,-0.111,-0.222,-0.333,0.000,0.333,0.222,-0.333,-0.222,-0.111,0.444,-0.222,-0.111,-0.444,-0.111,0.111,-0.5903,-0.8279
1,-104.502,128.732,11.056,23.309,-0.26,-0.27,-0.06,-0.77,-0.96,1.00,-0.65,-0.333,-0.222,0.111,0.667,-0.556,-0.111,0.444,-0.333,-0.222,-0.556,-0.556,-0.222,-0.444,-0.556,-0.333,-0.222,-0.222,-0.556,-0.444,-0.556,-0.5673,-0.2256
1,-89.799,54.562,10.183,19.619,-0.24,-0.46,-0.31,-0.85,-1.00,-0.17,-0.71,-0.333,-0.333,0.000,0.778,-0.556,-0.111,0.111,-0.222,-0.222,-0.444,-0.556,-0.222,-0.444,-0.556,-0.333,-0.111,-0.222,-0.556,-0.444,-0.444,-0.5364,-0.2652
1,-100.273,136.300,12.075,16.941,0.53,1.00,1.00,1.00,-0.23,0.31,0.59,-0.444,-0.444,-0.556,-0.667,-0.444,-0.444,-0.444,-0.444,-0.333,-0.444,-0.333,-0.556,-0.333,0.000,-0.556,-0.444,-0.444,1.333,0.333,-0.444,-0.6674,-0.3892
1,-101.025,119.517,17.687,24.791,-0.24,-0.46,-0.31,-0.85,-1.00,-0.17,-0.71,-0.667,-0.667,0.222,0.889,-0.889,-0.444,-0.333,-0.556,-0.556,-0.778,-0.889,-0.556,-0.778,-0.889,-0.667,-0.444,-0.556,-1.000,-0.778,-0.778,-0.9001,-1.0783
1,88.183,-0.127,7.274,17.026,-1.00,-1.00,-1.00,-0.38,-0.20,-1.00,-1.00,-0.111,-0.444,0.000,-0.111,-0.444,-0.222,-0.333,0.667,-0.444,-0.333,-0.556,-0.444,-0.444,-0.444,0.333,0.000,0.000,0.000,-0.556,-0.333,-0.2020,-0.4834
1,-86.827,14.906,19.458,21.054,0.53,1.00,1.00,1.00,-0.23,0.31,0.59,-0.333,-0.333,0.000,0.111,-0.444,-0.222,0.111,-0.111,-0.222,-0.444,-0.333,-0.333,-0.333,-0.111,-0.444,-0.333,-0.333,1.111,0.444,-0.444,-0.8229,-0.7585
1,-90.038,77.434,9.405,19.443,-0.24,-0.46,-0.31,-0.85,-1.00,-0.17,-0.71,-0.556,-0.222,0.222,0.889,-0.778,-0.444,-0.111,-0.556,-0.111,-0.778,-0.778,-0.333,-0.667,-0.778,-0.556,-0.222,-0.556,-0.889,-0.667,-0.444,-0.7974,-0.5726
1,96.280,-16.745,8.861,17.225,-1.00,-1.00,-1.00,-0.38,-0.20,-1.00,-1.00,0.000,-0.222,0.000,-0.222,-0.444,-0.222,-0.333,0.667,-0.333,-0.444,-0.444,-0.333,-0.444,-0.111,-0.222,0.000,-0.222,0.222,-0.222,-0.333,-0.5121,-0.3024
1,-96.077,101.985,11.644,20.306,-0.24,-0.37,-0.27,-0.75,-0.08,-0.45,-0.59,-0.444,-0.556,1.000,-0.333,-0.778,-0.444,-0.556,-0.556,-0.444,-0.889,-0.889,-0.444,-0.333,-0.556,-0.778,-0.222,-0.222,-0.889,-0.111,-0.778,-0.8388,-0.5552
1,141.029,-9.819,16.649,22.681,-1.00,-1.00,-1.00,-0.38,-0.20,-1.00,-1.00,0.000,-0.111,-0.111,0.000,-0.222,0.000,-0.111,0.444,-0.222,-0.222,-0.222,-0.222,-0.222,-0.111,0.111,0.111,0.000,-0.111,-0.222,0.000,0.1080,-0.1091
1,-94.867,104.190,18.072,17.361,0.53,1.00,1.00,1.00,-0.23,0.31,0.59,-0.333,-0.333,-0.444,-0.556,-0.333,-0.333,-0.444,-0.333,-0.333,-0.222,0.111,-0.444,-0.111,0.000,-0.444,-0.333,-0.333,1.222,0.111,-0.222,-0.7921,-0.8576
1,-96.417,97.130,9.168,19.583,-0.26,-0.12,-0.02,-0.52,-0.31,0.59,-0.41,-0.111,0.111,0.000,0.000,-0.333,0.667,0.222,-0.222,0.000,-0.333,-0.222,0.111,0.000,-0.333,-0.111,0.000,-0.111,-0.222,-0.222,-0.222,-0.2430,-0.2330
1,-92.825,111.591,12.479,22.357,-0.37,-0.71,-0.60,-0.40,-0.29,-0.52,-0.24,0.000,-0.111,-0.111,0.000,-0.222,-0.111,-0.111,0.000,-0.222,0.000,-0.111,-0.111,0.000,-0.111,-0.111,0.111,0.333,0.111,-0.111,0.111,0.1416,-0.6593
1,-104.927,127.227,21.433,25.824,-0.24,-0.46,-0.31,-0.85,-1.00,-0.17,-0.71,-0.111,-0.556,-0.111,0.889,-0.444,-0.444,-0.222,-0.444,-0.444,-0.667,-0.667,-0.444,-0.444,0.111,-0.556,-0.111,-0.333,-0.778,-0.444,-0.667,-0.8598,-2.2705
1,-91.099,31.462,14.013,18.201,0.45,-0.46,-0.36,-0.22,-0.32,-0.45,0.24,0.111,0.000,0.000,-0.111,-0.111,0.000,0.000,-0.111,-0.111,-0.111,-0.222,0.111,-0.111,-0.222,-0.111,0.222,0.333,-0.222,-0.222,-0.111,-0.4059,-0.0198
